name,version,build,url,sha256,md5
libbrotlicommon,1.2.0,hb03c661_1,https://conda.anaconda.org/conda-forge/linux-64/libbrotlicommon-1.2.0-hb03c661_1.conda,318f36bd49ca8ad85e6478bd8506c88d82454cc008c1ac1c6bf00a3c42fa610e,72c8fd1af66bd67bf580645b426513ed
libbrotlidec,1.2.0,hb03c661_1,https://conda.anaconda.org/conda-forge/linux-64/libbrotlidec-1.2.0-hb03c661_1.conda,12fff21d38f98bc446d82baa890e01fd82e3b750378fedc720ff93522ffb752b,366b40a69f0ad6072561c1d09301c886
libbrotlienc,1.2.0,hb03c661_1,https://conda.anaconda.org/conda-forge/linux-64/libbrotlienc-1.2.0-hb03c661_1.conda,a0c15c79997820bbd3fbc8ecf146f4fe0eca36cc60b62b63ac6cf78857f1dd0d,4ffbb341c8b616aa2494b6afb26a0c5f
libcblas,3.11.0,6_h0358290_openblas,https://conda.anaconda.org/conda-forge/linux-64/libcblas-3.11.0-6_h0358290_openblas.conda,57edafa7796f6fa3ebbd5367692dd4c7f552be42109c2dd1a7c89b55089bf374,36ae340a916635b97ac8a0655ace2a35
libdeflate,1.25,h17f619e_0,https://conda.anaconda.org/conda-forge/linux-64/libdeflate-1.25-h17f619e_0.conda,aa8e8c4be9a2e81610ddf574e05b64ee131fab5e0e3693210c9d6d2fba32c680,6c77a605a7a689d17d4819c0f8ac9a00
libedit,3.1.20250104,pl5321h7949ede_0,https://conda.anaconda.org/conda-forge/linux-64/libedit-3.1.20250104-pl5321h7949ede_0.conda,d789471216e7aba3c184cd054ed61ce3f6dac6f87a50ec69291b9297f8c18724,c277e0a4d549b03ac1e9d6cbbe3d017b
libexpat,2.7.5,hecca717_0,https://conda.anaconda.org/conda-forge/linux-64/libexpat-2.7.5-hecca717_0.conda,e8c2b57f6aacabdf2f1b0924bd4831ce5071ba080baa4a9e8c0d720588b6794c,49f570f3bc4c874a06ea69b7225753af
libffi,3.5.2,h3435931_0,https://conda.anaconda.org/conda-forge/linux-64/libffi-3.5.2-h3435931_0.conda,31f19b6a88ce40ebc0d5a992c131f57d919f73c0b92cd1617a5bec83f6e961e6,a360c33a5abe61c07959e449fa1453eb
libfreetype,2.14.3,ha770c72_0,https://conda.anaconda.org/conda-forge/linux-64/libfreetype-2.14.3-ha770c72_0.conda,38f014a7129e644636e46064ecd6b1945e729c2140e21d75bb476af39e692db2,e289f3d17880e44b633ba911d57a321b
libfreetype6,2.14.3,h73754d4_0,https://conda.anaconda.org/conda-forge/linux-64/libfreetype6-2.14.3-h73754d4_0.conda,16f020f96da79db1863fcdd8f2b8f4f7d52f177dd4c58601e38e9182e91adf1d,fb16b4b69e3f1dcfe79d80db8fd0c55d
libgcc,15.2.0,he0feb66_18,https://conda.anaconda.org/conda-forge/linux-64/libgcc-15.2.0-he0feb66_18.conda,faf7d2017b4d718951e3a59d081eb09759152f93038479b768e3d612688f83f5,0aa00f03f9e39fb9876085dee11a85d4
libgcc-ng,15.2.0,h69a702a_18,https://conda.anaconda.org/conda-forge/linux-64/libgcc-ng-15.2.0-h69a702a_18.conda,e318a711400f536c81123e753d4c797a821021fb38970cebfb3f454126016893,d5e96b1ed75ca01906b3d2469b4ce493
libgfortran,15.2.0,h69a702a_18,https://conda.anaconda.org/conda-forge/linux-64/libgfortran-15.2.0-h69a702a_18.conda,d2c9fad338fd85e4487424865da8e74006ab2e2475bd788f624d7a39b2a72aee,9063115da5bc35fdc3e1002e69b9ef6e
libgfortran5,15.2.0,h68bc16d_18,https://conda.anaconda.org/conda-forge/linux-64/libgfortran5-15.2.0-h68bc16d_18.conda,539b57cf50ec85509a94ba9949b7e30717839e4d694bc94f30d41c9d34de2d12,646855f357199a12f02a87382d429b75
libglib,2.86.4,h6548e54_1,https://conda.anaconda.org/conda-forge/linux-64/libglib-2.86.4-h6548e54_1.conda,a27e44168a1240b15659888ce0d9b938ed4bdb49e9ea68a7c1ff27bcea8b55ce,bb26456332b07f68bf3b7622ed71c0da
libgomp,15.2.0,he0feb66_18,https://conda.anaconda.org/conda-forge/linux-64/libgomp-15.2.0-he0feb66_18.conda,21337ab58e5e0649d869ab168d4e609b033509de22521de1bfed0c031bfc5110,239c5e9546c38a1e884d69effcf4c882
libiconv,1.18,h3b78370_2,https://conda.anaconda.org/conda-forge/linux-64/libiconv-1.18-h3b78370_2.conda,c467851a7312765447155e071752d7bf9bf44d610a5687e32706f480aad2833f,915f5995e94f60e9a4826e0b0920ee88
libjpeg-turbo,3.1.4.1,hb03c661_0,https://conda.anaconda.org/conda-forge/linux-64/libjpeg-turbo-3.1.4.1-hb03c661_0.conda,10056646c28115b174de81a44e23e3a0a3b95b5347d2e6c45cc6d49d35294256,6178c6f2fb254558238ef4e6c56fb782
liblapack,3.11.0,6_h47877c9_openblas,https://conda.anaconda.org/conda-forge/linux-64/liblapack-3.11.0-6_h47877c9_openblas.conda,371f517eb7010b21c6cc882c7606daccebb943307cb9a3bf2c70456a5c024f7d,881d801569b201c2e753f03c84b85e15
liblzma,5.8.3,hb03c661_0,https://conda.anaconda.org/conda-forge/linux-64/liblzma-5.8.3-hb03c661_0.conda,ec30e52a3c1bf7d0425380a189d209a52baa03f22fb66dd3eb587acaa765bd6d,b88d90cad08e6bc8ad540cb310a761fb
libnsl,2.0.1,hb9d3cd8_1,https://conda.anaconda.org/conda-forge/linux-64/libnsl-2.0.1-hb9d3cd8_1.conda,927fe72b054277cde6cb82597d0fcf6baf127dcbce2e0a9d8925a68f1265eef5,d864d34357c3b65a4b731f78c0801dc4
libntlm,1.8,hb9d3cd8_0,https://conda.anaconda.org/conda-forge/linux-64/libntlm-1.8-hb9d3cd8_0.conda,3b3f19ced060013c2dd99d9d46403be6d319d4601814c772a3472fe2955612b0,7c7927b404672409d9917d49bff5f2d6
libopenblas,0.3.32,pthreads_h94d23a6_0,https://conda.anaconda.org/conda-forge/linux-64/libopenblas-0.3.32-pthreads_h94d23a6_0.conda,6dc30b28f32737a1c52dada10c8f3a41bc9e021854215efca04a7f00487d09d9,89d61bc91d3f39fda0ca10fcd3c68594
libpng,1.6.57,h421ea60_0,https://conda.anaconda.org/conda-forge/linux-64/libpng-1.6.57-h421ea60_0.conda,06323fb0a831440f0b72a53013182e1d4bb219e3ea958bb37af98b25dc0cf518,06f225e6d8c549ad6c0201679828a882
libpq,18.1,h5c52fec_2,https://conda.anaconda.org/conda-forge/linux-64/libpq-18.1-h5c52fec_2.conda,bbab2c3e6f650f2bd1bc84d88e6a20fefa6a401fa445bb4b97c509c1b3a89fa8,a8ac9a6342569d1714ae1b53ae2fcadb
librdkit,2025.09.5,h3c5c181_0,https://conda.anaconda.org/conda-forge/linux-64/librdkit-2025.09.5-h3c5c181_0.conda,06f20f6ce9dbc77000bc3eb3e597e5b4228e1bcdbf2debab949fca3c996a45a2,716755a81e23ba9065cb6d5dba07231a
libsqlite,3.53.0,h0c1763c_0,https://conda.anaconda.org/conda-forge/linux-64/libsqlite-3.53.0-h0c1763c_0.conda,d1688f91c013f9be0ad46492d4ec976ccc1dff5705a0b42be957abb73bf853bf,393c8b31bd128e3d979e7ec17e9507c6
